"LIDNUM","ORDER","FAMILY","GENUS","SPECIES","SUBORDERORSUPERFAMILY","SUBFAMILY","MAX_AGE","MIN_AGE","LAT","LONG","COUNTRY","STATE","COUNTY","LOC_SYNONYMS","BODYMASS","DIET_1","DIET_2","DIET_3","LOCOMO1","LOCOMO2","LOCOMO3"
11058,"Carnivora","Canidae","Borophagus","hilli","\N","Borophaginae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB35A","46067","a","carnivore","m/bone","te","surficial","gen_quad"
11058,"Perissodactyla","Equidae","Equus","indet.","\N","Equinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB35A","\N","p","herbivore","graze","te","surficial","hyper_curs"
11058,"Proboscidea","Gomphotheriidae","Stegomastodon","indet.","\N","\N",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB35A","\N","p","herbivore","graze","te","surficial","graviportal"
11058,"Proboscidea","Gomphotheriidae","Rhynchotherium","falconeri","\N","\N",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB35A","2846578","p","herbivore","browse","te","surficial","graviportal"
11058,"Artiodactyla","Tayassuidae","Platygonus","bicalcaratus","\N","Tayassuinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB35A","\N","p","herbivore","browse","te","surficial","cursorial"
11059,"Perissodactyla","Tapiridae","Tapirus","indet.","\N","\N",4.9,2.5,33.08333,-107.25,"United States of America","NM","Sierra","SB35B","\N","p","herbivore","browse","te","surficial","sub_curs"
11059,"Carnivora","Canidae","Borophagus","hilli","\N","Borophaginae",4.9,2.5,33.08333,-107.25,"United States of America","NM","Sierra","SB35B","46067","a","carnivore","m/bone","te","surficial","gen_quad"
11059,"Carnivora","Procyonidae","Bassariscus","indet.","\N","Procyoninae",4.9,2.5,33.08333,-107.25,"United States of America","NM","Sierra","SB35B","\N","o","omnivore","anim_dom","te","surficial","gen_quad"
11059,"Artiodactyla","Camelidae","Hemiauchenia","blancoensis","\N","Camelinae",4.9,2.5,33.08333,-107.25,"United States of America","NM","Sierra","SB35B","510520","p","herbivore","br/gr","te","surficial","hyper_curs"
11059,"Artiodactyla","Camelidae","Camelops","indet.","\N","Camelinae",4.9,2.5,33.08333,-107.25,"United States of America","NM","Sierra","SB35B","\N","p","herbivore","br/gr","te","surficial","hyper_curs"
11059,"Artiodactyla","Camelidae","Gigantocamelus","indet.","\N","Camelinae",4.9,2.5,33.08333,-107.25,"United States of America","NM","Sierra","SB35B","\N","p","herbivore","br/gr","te","surficial","hyper_curs"
11059,"Perissodactyla","Equidae","Equus","simplicidens","\N","Equinae",4.9,2.5,33.08333,-107.25,"United States of America","NM","Sierra","SB35B","395138","p","herbivore","graze","te","surficial","hyper_curs"
11059,"Proboscidea","Gomphotheriidae","Stegomastodon","rexroadensis","\N","\N",4.9,2.5,33.08333,-107.25,"United States of America","NM","Sierra","SB35B","\N","p","herbivore","graze","te","surficial","graviportal"
11060,"Artiodactyla","Camelidae","Camelops","indet.","\N","Camelinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB35C","\N","p","herbivore","br/gr","te","surficial","hyper_curs"
11060,"Perissodactyla","Equidae","Equus","scotti","\N","Equinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB35C","377952","p","herbivore","graze","te","surficial","hyper_curs"
11060,"Proboscidea","Gomphotheriidae","Stegomastodon","indet.","\N","\N",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB35C","\N","p","herbivore","graze","te","surficial","graviportal"
11060,"Perissodactyla","Equidae","Equus","cumminsi","\N","Equinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB35C","\N","p","herbivore","graze","te","surficial","hyper_curs"
11060,"Proboscidea","Gomphotheriidae","Rhynchotherium","falconeri","\N","\N",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB35C","2846578","p","herbivore","browse","te","surficial","graviportal"
11061,"Proboscidea","Mammutidae","Mammut","indet.","\N","\N",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB35D","\N","p","herbivore","browse","te","surficial","graviportal"
11061,"Artiodactyla","Tayassuidae","indet.","indet.","\N","Tayassuinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB35D","\N","o","omnivore","plant_dom","te","surficial","cursorial"
11061,"Artiodactyla","Camelidae","Camelops","indet.","\N","Camelinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB35D","\N","p","herbivore","br/gr","te","surficial","hyper_curs"
11061,"Artiodactyla","Antilocapridae","Capromeryx","indet.","\N","Antilocaprinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB35D","\N","p","herbivore","br/gr","te","surficial","hyper_curs"
11061,"Perissodactyla","Equidae","Nannippus","peninsulatus","\N","Equinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB35D","\N","p","herbivore","graze","te","surficial","hyper_curs"
11061,"Perissodactyla","Equidae","Equus","simplicidens","\N","Equinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB35D","395138","p","herbivore","graze","te","surficial","hyper_curs"
11061,"Perissodactyla","Equidae","Equus","cumminsi","\N","Equinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB35D","\N","p","herbivore","graze","te","surficial","hyper_curs"
11061,"Proboscidea","Mammutidae","Mammut","raki","\N","\N",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB35D","\N","p","herbivore","browse","te","surficial","graviportal"
11062,"Perissodactyla","Equidae","Equus","simplicidens","\N","Equinae",2.5,1.9,34.16667,-106.91667,"United States of America","NM","Socorro","SB36A","395138","p","herbivore","graze","te","surficial","hyper_curs"
11062,"Perissodactyla","Equidae","Equus","scotti","\N","Equinae",2.5,1.9,34.16667,-106.91667,"United States of America","NM","Socorro","SB36A","377952","p","herbivore","graze","te","surficial","hyper_curs"
11062,"Proboscidea","Gomphotheriidae","Stegomastodon","indet.","\N","\N",2.5,1.9,34.16667,-106.91667,"United States of America","NM","Socorro","SB36A","\N","p","herbivore","graze","te","surficial","graviportal"
11062,"Proboscidea","Gomphotheriidae","Rhynchotherium","falconeri","\N","\N",2.5,1.9,34.16667,-106.91667,"United States of America","NM","Socorro","SB36A","2846578","p","herbivore","browse","te","surficial","graviportal"
11063,"Perissodactyla","Equidae","Nannippus","peninsulatus","\N","Equinae",2.5,1.9,35.667222,-105.964444,"United States of America","NM","\N","SB36B","\N","p","herbivore","graze","te","surficial","hyper_curs"
11063,"Perissodactyla","Equidae","Equus","scotti","\N","Equinae",2.5,1.9,35.667222,-105.964444,"United States of America","NM","\N","SB36B","377952","p","herbivore","graze","te","surficial","hyper_curs"
11063,"Proboscidea","Gomphotheriidae","Cuvieronius","indet.","\N","\N",2.5,1.9,35.667222,-105.964444,"United States of America","NM","\N","SB36B","\N","p","herbivore","browse","te","surficial","graviportal"
11063,"Perissodactyla","Equidae","Equus","calobatus","\N","Equinae",2.5,1.9,35.667222,-105.964444,"United States of America","NM","\N","SB36B","351556","p","herbivore","graze","te","surficial","hyper_curs"
11063,"Artiodactyla","Tayassuidae","Platygonus","bicalcaratus","\N","Tayassuinae",2.5,1.9,35.667222,-105.964444,"United States of America","NM","\N","SB36B","\N","p","herbivore","browse","te","surficial","cursorial"
11065,"Carnivora","Canidae","Canis","lepophagus","\N","Caninae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB37A","\N","a","carnivore","meat","te","surficial","cursorial"
11065,"Carnivora","Canidae","Borophagus","indet.","\N","Borophaginae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB37A","\N","a","carnivore","m/bone","te","surficial","gen_quad"
11065,"Carnivora","Mustelidae","Taxidea","indet.","\N","Taxidiini",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB37A","\N","o","omnivore","anim_dom","te","surficial","\N"
11065,"Artiodactyla","Camelidae","Hemiauchenia","blancoensis","\N","Camelinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB37A","510520","p","herbivore","br/gr","te","surficial","hyper_curs"
11065,"Artiodactyla","Camelidae","Hemiauchenia","indet.","\N","Camelinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB37A","\N","p","herbivore","br/gr","te","surficial","hyper_curs"
11065,"Artiodactyla","Camelidae","Camelops","indet.","\N","Camelinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB37A","\N","p","herbivore","br/gr","te","surficial","hyper_curs"
11065,"Perissodactyla","Equidae","Equus","simplicidens","\N","Equinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB37A","395138","p","herbivore","graze","te","surficial","hyper_curs"
11065,"Perissodactyla","Equidae","Equus","scotti","\N","Equinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB37A","377952","p","herbivore","graze","te","surficial","hyper_curs"
11065,"Proboscidea","Gomphotheriidae","Cuvieronius","indet.","\N","\N",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB37A","\N","p","herbivore","browse","te","surficial","graviportal"
11065,"Artiodactyla","Tayassuidae","Platygonus","bicalcaratus","\N","Tayassuinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB37A","\N","p","herbivore","browse","te","surficial","cursorial"
11066,"Carnivora","Mustelidae","Taxidea","indet.","\N","Taxidiini",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB37B","\N","o","omnivore","anim_dom","te","surficial","\N"
11066,"Carnivora","Felidae","Lynx","indet.","\N","Felinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB37B","\N","a","carnivore","meat_only","te","surficial","cursorial"
11066,"Artiodactyla","Camelidae","Hemiauchenia","blancoensis","\N","Camelinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB37B","510520","p","herbivore","br/gr","te","surficial","hyper_curs"
11066,"Perissodactyla","Equidae","Equus","indet.","\N","Equinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB37B","\N","p","herbivore","graze","te","surficial","hyper_curs"
11066,"Artiodactyla","Tayassuidae","Platygonus","bicalcaratus","\N","Tayassuinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB37B","\N","p","herbivore","browse","te","surficial","cursorial"
11067,"Artiodactyla","Camelidae","Hemiauchenia","blancoensis","\N","Camelinae",2.5,1.9,35.667222,-105.964444,"United States of America","NM","\N","SB37C","510520","p","herbivore","br/gr","te","surficial","hyper_curs"
11067,"Perissodactyla","Equidae","Nannippus","peninsulatus","\N","Equinae",2.5,1.9,35.667222,-105.964444,"United States of America","NM","\N","SB37C","\N","p","herbivore","graze","te","surficial","hyper_curs"
11071,"Artiodactyla","Camelidae","Camelops","indet.","\N","Camelinae",2.5,1.9,35.667222,-105.964444,"United States of America","NM","\N","SB37II","\N","p","herbivore","br/gr","te","surficial","hyper_curs"
11072,"Perissodactyla","Tapiridae","Tapirus","indet.","\N","\N",2.5,1.9,33.25,-107.25,"United States of America","NM","Sierra and Sandoval","SB38","\N","p","herbivore","browse","te","surficial","sub_curs"
11072,"Artiodactyla","Camelidae","Gigantocamelus","indet.","\N","Camelinae",2.5,1.9,33.25,-107.25,"United States of America","NM","Sierra and Sandoval","SB38","\N","p","herbivore","br/gr","te","surficial","hyper_curs"
11072,"Perissodactyla","Equidae","Nannippus","peninsulatus","\N","Equinae",2.5,1.9,33.25,-107.25,"United States of America","NM","Sierra and Sandoval","SB38","\N","p","herbivore","graze","te","surficial","hyper_curs"
11072,"Perissodactyla","Equidae","Equus","scotti","\N","Equinae",2.5,1.9,33.25,-107.25,"United States of America","NM","Sierra and Sandoval","SB38","377952","p","herbivore","graze","te","surficial","hyper_curs"
11072,"Perissodactyla","Equidae","Equus","calobatus","\N","Equinae",2.5,1.9,33.25,-107.25,"United States of America","NM","Sierra and Sandoval","SB38","351556","p","herbivore","graze","te","surficial","hyper_curs"
11074,"Perissodactyla","Equidae","Equus","simplicidens","\N","Equinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB38IIB","395138","p","herbivore","graze","te","surficial","hyper_curs"
11074,"Proboscidea","Gomphotheriidae","Stegomastodon","mirificus","\N","\N",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB38IIB","\N","p","herbivore","graze","te","surficial","graviportal"
11074,"Perissodactyla","Equidae","Equus","cumminsi","\N","Equinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB38IIB","\N","p","herbivore","graze","te","surficial","hyper_curs"
11075,"Artiodactyla","Cervidae","indet.","indet.","\N","\N",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB38IIC","\N","p","herbivore","\N","te","surficial","\N"
11075,"Artiodactyla","Camelidae","Hemiauchenia","blancoensis","\N","Camelinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB38IIC","510520","p","herbivore","br/gr","te","surficial","hyper_curs"
11075,"Artiodactyla","Camelidae","Hemiauchenia","indet.","\N","Camelinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB38IIC","\N","p","herbivore","br/gr","te","surficial","hyper_curs"
11075,"Artiodactyla","Camelidae","Camelops","indet.","\N","Camelinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB38IIC","\N","p","herbivore","br/gr","te","surficial","hyper_curs"
11075,"Artiodactyla","Antilocapridae","indet.","indet.","\N","Antilocaprinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB38IIC","\N","p","herbivore","br/gr","te","surficial","hyper_curs"
11075,"Perissodactyla","Equidae","Equus","scotti","\N","Equinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB38IIC","377952","p","herbivore","graze","te","surficial","hyper_curs"
11075,"Proboscidea","Gomphotheriidae","Stegomastodon","mirificus","\N","\N",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB38IIC","\N","p","herbivore","graze","te","surficial","graviportal"
11075,"Perissodactyla","Equidae","Equus","calobatus","\N","Equinae",4.9,2.5,35.667222,-105.964444,"United States of America","NM","\N","SB38IIC","351556","p","herbivore","graze","te","surficial","hyper_curs"
10958,"Artiodactyla","Camelidae","Oxydactylus","indet.","\N","\N",18.8,16,34.308056,-113.274722,"United States of America","AZ","Yavapai","SB4","\N","p","herbivore","browse","te","surficial","hyper_curs"
10958,"Perissodactyla","Rhinocerotidae","Diceratherium","indet.","\N","Diceratheriinae",18.8,16,34.308056,-113.274722,"United States of America","AZ","Yavapai","SB4","\N","p","herbivore","browse","te","surficial","sub_curs"
11099,"Carnivora","Canidae","Parenhydrocyon","wallovianus","\N","Hesperocyoninae",23,19.5,29.16666667,-103.5,"United States of America","TX","Brewster","SB46","16000","a","carnivore","meat_only","te","scansorial","gen_quad"
11099,"Carnivora","Canidae","Phlaocyon","annectens","\N","Borophaginae",23,19.5,29.16666667,-103.5,"United States of America","TX","Brewster","SB46","1943","o","omnivore","anim_dom","te","surficial","gen_quad"
11099,"Carnivora","Mustelidae","Paraoligobunus","indet.","\N","Oligobuninae",23,19.5,29.16666667,-103.5,"United States of America","TX","Brewster","SB46","\N","a","carnivore","meat","te","surficial","gen_quad"
11099,"Artiodactyla","Merycoidodontidae","Merycoides","harrisonensis","\N","Phenacocoelinae",23,19.5,29.16666667,-103.5,"United States of America","TX","Brewster","SB46","\N","p","herbivore","browse","te","surficial","sub_curs"
11099,"Artiodactyla","Merycoidodontidae","Merycoides","longiceps","\N","Phenacocoelinae",23,19.5,29.16666667,-103.5,"United States of America","TX","Brewster","SB46","\N","p","herbivore","browse","te","surficial","sub_curs"
11099,"Artiodactyla","Merycoidodontidae","Merychyus","crabilli","\N","Ticholeptinae",23,19.5,29.16666667,-103.5,"United States of America","TX","Brewster","SB46","\N","p","herbivore","br/gr","te","surficial","sub_curs"
11099,"Artiodactyla","Camelidae","Stenomylus","indet.","\N","Stenomylinae",23,19.5,29.16666667,-103.5,"United States of America","TX","Brewster","SB46","\N","p","herbivore","br/gr","te","surficial","hyper_curs"
11099,"Artiodactyla","Camelidae","Aquascalientia","indet.","\N","Floridatragulinae",23,19.5,29.16666667,-103.5,"United States of America","TX","Brewster","SB46","\N","p","herbivore","browse","te","surficial","cursorial"
11099,"Artiodactyla","Camelidae","Michenia","exilis","\N","Protolabinae",23,19.5,29.16666667,-103.5,"United States of America","TX","Brewster","SB46","\N","p","herbivore","br/gr","te","surficial","cursorial"
11099,"Artiodactyla","Camelidae","Priscocamelus","wilsoni","\N","\N",23,19.5,29.16666667,-103.5,"United States of America","TX","Brewster","SB46","78209","p","herbivore","browse","te","surficial","hyper_curs"
11099,"Artiodactyla","Hypertragulidae","Nanotragulus","ordinatus","\N","\N",23,19.5,29.16666667,-103.5,"United States of America","TX","Brewster","SB46","\N","p","herbivore","browse","te","surficial","sub_curs"
11099,"Artiodactyla","incertae sedis","Delahomeryx","browni","\N","\N",23,19.5,29.16666667,-103.5,"United States of America","TX","Brewster","SB46","\N","p","herbivore","browse","te","surficial","cursorial"
11099,"Perissodactyla","Rhinocerotidae","Menoceras","barbouri","\N","Menoceratinae",23,19.5,29.16666667,-103.5,"United States of America","TX","Brewster","SB46","511951","p","herbivore","browse","te","surficial","sub_curs"
11100,"Carnivora","Canidae","indet.","indet.","\N","\N",23,19.5,29.329167,-104.032222,"United States of America","TX","Presidio","SB47","\N","a","carnivore","\N","te","surficial","gen_quad"
11100,"Perissodactyla","Rhinocerotidae","indet.","indet.","\N","\N",23,19.5,29.329167,-104.032222,"United States of America","TX","Presidio","SB47","\N","p","herbivore","\N","te","surficial","gen_quad"
11100,"Artiodactyla","Merycoidodontidae","Merycoides","harrisonensis","\N","Phenacocoelinae",23,19.5,29.329167,-104.032222,"United States of America","TX","Presidio","SB47","\N","p","herbivore","browse","te","surficial","sub_curs"
11100,"Artiodactyla","Camelidae","Stenomylus","indet.","\N","Stenomylinae",23,19.5,29.329167,-104.032222,"United States of America","TX","Presidio","SB47","\N","p","herbivore","br/gr","te","surficial","hyper_curs"
11100,"Artiodactyla","Camelidae","Priscocamelus","wilsoni","\N","\N",23,19.5,29.329167,-104.032222,"United States of America","TX","Presidio","SB47","78209","p","herbivore","browse","te","surficial","hyper_curs"
11100,"Artiodactyla","Hypertragulidae","Nanotragulus","ordinatus","\N","\N",23,19.5,29.329167,-104.032222,"United States of America","TX","Presidio","SB47","\N","p","herbivore","browse","te","surficial","sub_curs"
11101,"Perissodactyla","Equidae","Pseudohipparion","hessei","\N","Equinae",12.5,12.1,30.267222,-97.763889,"United States of America","TX","\N","SB47IIA","\N","p","herbivore","graze","te","surficial","hyper_curs"
11101,"Perissodactyla","Equidae","Cormohipparion","occidentale","\N","Equinae",12.5,12.1,30.267222,-97.763889,"United States of America","TX","\N","SB47IIA","289000","p","herbivore","graze","te","surficial","hyper_curs"
11101,"Perissodactyla","Equidae","Pliohippus","pernix","\N","Equinae",12.5,12.1,30.267222,-97.763889,"United States of America","TX","\N","SB47IIA","242000","p","herbivore","graze","te","surficial","hyper_curs"
11102,"Perissodactyla","Equidae","Pseudohipparion","hessei","\N","Equinae",12.5,12.1,30.267222,-97.763889,"United States of America","TX","\N","SB47IIB","\N","p","herbivore","graze","te","surficial","hyper_curs"
11102,"Perissodactyla","Equidae","Cormohipparion","occidentale","\N","Equinae",12.5,12.1,30.267222,-97.763889,"United States of America","TX","\N","SB47IIB","289000","p","herbivore","graze","te","surficial","hyper_curs"
11102,"Perissodactyla","Equidae","Pliohippus","pernix","\N","Equinae",12.5,12.1,30.267222,-97.763889,"United States of America","TX","\N","SB47IIB","242000","p","herbivore","graze","te","surficial","hyper_curs"
11102,"Perissodactyla","Equidae","Dinohippus","spectans","\N","Equinae",12.5,12.1,30.267222,-97.763889,"United States of America","TX","\N","SB47IIB","\N","p","herbivore","graze","te","surficial","hyper_curs"
11103,"Carnivora","Mustelidae","Martes","indet.","\N","\N",9,7.6,29.2775,-103.053611,"United States of America","TX","\N","SB48","\N","a","carnivore","meat","te","surficial","gen_quad"
11103,"Perissodactyla","Rhinocerotidae","indet.","indet.","\N","\N",9,7.6,29.2775,-103.053611,"United States of America","TX","\N","SB48","\N","p","herbivore","\N","te","surficial","gen_quad"
11103,"Carnivora","Canidae","Leptocyon","vafer","\N","Caninae",9,7.6,29.2775,-103.053611,"United States of America","TX","\N","SB48","3616","a","carnivore","meat","te","surficial","cursorial"
11103,"Carnivora","Canidae","Vulpes","indet.","\N","Caninae",9,7.6,29.2775,-103.053611,"United States of America","TX","\N","SB48","\N","a","carnivore","meat","te","surficial","cursorial"
11103,"Carnivora","Canidae","Epicyon","haydeni","\N","Borophaginae",9,7.6,29.2775,-103.053611,"United States of America","TX","\N","SB48","71858","a","carnivore","m/bone","te","surficial","cursorial"
11103,"Carnivora","Canidae","indet.","indet.","\N","Borophaginae",9,7.6,29.2775,-103.053611,"United States of America","TX","\N","SB48","\N","a","carnivore","\N","te","surficial","gen_quad"
11103,"Carnivora","Mustelidae","Buisnictis","indet.","\N","\N",9,7.6,29.2775,-103.053611,"United States of America","TX","\N","SB48","\N","a","carnivore","meat_insec","te","surficial","gen_quad"
11103,"Carnivora","Felidae","Pseudailurus","indet.","\N","Felinae",9,7.6,29.2775,-103.053611,"United States of America","TX","\N","SB48","\N","a","carnivore","meat_only","te","surficial","cursorial"
11103,"Carnivora","Felidae","Nimravides","catacopsis","\N","Felinae",9,7.6,29.2775,-103.053611,"United States of America","TX","\N","SB48","\N","a","carnivore","meat_only","te","surficial","cursorial"
11103,"Artiodactyla","Camelidae","Hemiauchenia","indet.","\N","Camelinae",9,7.6,29.2775,-103.053611,"United States of America","TX","\N","SB48","\N","p","herbivore","br/gr","te","surficial","hyper_curs"
11103,"Artiodactyla","Camelidae","Megatylopus","indet.","\N","Camelinae",9,7.6,29.2775,-103.053611,"United States of America","TX","\N","SB48","\N","p","herbivore","br/gr","te","surficial","hyper_curs"
11103,"Perissodactyla","Equidae","Neohipparion","indet.","\N","Equinae",9,7.6,29.2775,-103.053611,"United States of America","TX","\N","SB48","\N","p","herbivore","graze","te","surficial","hyper_curs"
11103,"Perissodactyla","Equidae","Cormohipparion","indet.","\N","Equinae",9,7.6,29.2775,-103.053611,"United States of America","TX","\N","SB48","\N","p","herbivore","graze","te","surficial","hyper_curs"
11103,"Perissodactyla","Equidae","Pliohippus","indet.","\N","Equinae",9,7.6,29.2775,-103.053611,"United States of America","TX","\N","SB48","\N","p","herbivore","graze","te","surficial","hyper_curs"
11103,"Carnivora","Mustelidae","Buisnictis","chisoensis","\N","\N",9,7.6,29.2775,-103.053611,"United States of America","TX","\N","SB48","\N","a","carnivore","meat_insec","te","surficial","gen_quad"
11104,"Perissodactyla","Equidae","Nannippus","aztecus","\N","Equinae",7.6,6.8,33.420833,-101.474722,"United States of America","TX","\N","SB48II","\N","p","herbivore","graze","te","surficial","hyper_curs"
11104,"Perissodactyla","Equidae","Cormohipparion","occidentale","\N","Equinae",7.6,6.8,33.420833,-101.474722,"United States of America","TX","\N","SB48II","289000","p","herbivore","graze","te","surficial","hyper_curs"
11104,"Perissodactyla","Equidae","Pliohippus","indet.","\N","Equinae",7.6,6.8,33.420833,-101.474722,"United States of America","TX","\N","SB48II","\N","p","herbivore","graze","te","surficial","hyper_curs"
11104,"Perissodactyla","Equidae","Nannippus","lenticularis","\N","Equinae",7.6,6.8,33.420833,-101.474722,"United States of America","TX","\N","SB48II","\N","p","herbivore","graze","te","surficial","hyper_curs"
11105,"Perissodactyla","Equidae","Neohipparion","eurystyle","\N","Equinae",6.8,4.9,30.267222,-97.763889,"United States of America","TX","\N","SB48III","\N","p","herbivore","graze","te","surficial","hyper_curs"
11105,"Perissodactyla","Equidae","Cormohipparion","occidentale","\N","Equinae",6.8,4.9,30.267222,-97.763889,"United States of America","TX","\N","SB48III","289000","p","herbivore","graze","te","surficial","hyper_curs"
11105,"Perissodactyla","Equidae","Astrohippus","ansae","\N","Equinae",6.8,4.9,30.267222,-97.763889,"United States of America","TX","\N","SB48III","202000","p","herbivore","graze","te","surficial","hyper_curs"
11105,"Perissodactyla","Equidae","Dinohippus","interpolatus","\N","Equinae",6.8,4.9,30.267222,-97.763889,"United States of America","TX","\N","SB48III","\N","p","herbivore","graze","te","surficial","hyper_curs"
11106,"Artiodactyla","Camelidae","Hemiauchenia","indet.","\N","Camelinae",2.5,1.9,30.267222,-97.763889,"United States of America","TX","\N","SB49","\N","p","herbivore","br/gr","te","surficial","hyper_curs"
11106,"Artiodactyla","Camelidae","Gigantocamelus","indet.","\N","Camelinae",2.5,1.9,30.267222,-97.763889,"United States of America","TX","\N","SB49","\N","p","herbivore","br/gr","te","surficial","hyper_curs"
11106,"Artiodactyla","Cervidae","Odocoileus","indet.","\N","Odocoilini",2.5,1.9,30.267222,-97.763889,"United States of America","TX","\N","SB49","\N","p","herbivore","browse","te","surficial","cursorial"
11106,"Perissodactyla","Equidae","Nannippus","peninsulatus","\N","Equinae",2.5,1.9,30.267222,-97.763889,"United States of America","TX","\N","SB49","\N","p","herbivore","graze","te","surficial","hyper_curs"
11106,"Perissodactyla","Equidae","Equus","simplicidens","\N","Equinae",2.5,1.9,30.267222,-97.763889,"United States of America","TX","\N","SB49","395138","p","herbivore","graze","te","surficial","hyper_curs"
11106,"Perissodactyla","Tapiridae","Tapirus","haysii","\N","\N",2.5,1.9,30.267222,-97.763889,"United States of America","TX","\N","SB49","361704","p","herbivore","browse","te","surficial","sub_curs"
11106,"Perissodactyla","Equidae","Equus","cumminsi","\N","Equinae",2.5,1.9,30.267222,-97.763889,"United States of America","TX","\N","SB49","\N","p","herbivore","graze","te","surficial","hyper_curs"
10959,"Artiodactyla","Merycoidodontidae","Merychyus","arenarum","\N","Ticholeptinae",18.8,17.5,33.448457,-112.073844,"United States of America","AZ","\N","SB5","40500","p","herbivore","br/gr","te","surficial","sub_curs"
11107,"Proboscidea","Mammutidae","indet.","indet.","\N","\N",2.5,1.9,30.75,-105,"United States of America","TX","Hudsepth","SB50","\N","p","herbivore","\N","te","surficial","graviportal"
11107,"Carnivora","Canidae","Canis","lepophagus","\N","Caninae",2.5,1.9,30.75,-105,"United States of America","TX","Hudsepth","SB50","\N","a","carnivore","meat","te","surficial","cursorial"
11107,"Carnivora","Canidae","Borophagus","diversidens","\N","Borophaginae",2.5,1.9,30.75,-105,"United States of America","TX","Hudsepth","SB50","63967","a","carnivore","m/bone","te","surficial","gen_quad"
11107,"Carnivora","Mustelidae","Taxidea","indet.","\N","Taxidiini",2.5,1.9,30.75,-105,"United States of America","TX","Hudsepth","SB50","\N","o","omnivore","anim_dom","te","surficial","\N"
11107,"Carnivora","Felidae","Lynx","rexroadensis","\N","Felinae",2.5,1.9,30.75,-105,"United States of America","TX","Hudsepth","SB50","\N","a","carnivore","meat_only","te","surficial","cursorial"
11107,"Carnivora","Felidae","Homotherium","indet.","\N","Machairodontinae",2.5,1.9,30.75,-105,"United States of America","TX","Hudsepth","SB50","\N","a","carnivore","meat_only","te","surficial","cursorial"
11107,"Artiodactyla","Tayassuidae","Platygonus","indet.","\N","Tayassuinae",2.5,1.9,30.75,-105,"United States of America","TX","Hudsepth","SB50","\N","p","herbivore","browse","te","surficial","cursorial"
11107,"Artiodactyla","Camelidae","Blancocamelus","indet.","\N","Camelinae",2.5,1.9,30.75,-105,"United States of America","TX","Hudsepth","SB50","\N","p","herbivore","br/gr","te","surficial","hyper_curs"
11107,"Artiodactyla","Camelidae","Hemiauchenia","blancoensis","\N","Camelinae",2.5,1.9,30.75,-105,"United States of America","TX","Hudsepth","SB50","510520","p","herbivore","br/gr","te","surficial","hyper_curs"
